CityName,WarehouseName,Particulars,Jun-23,Aug-23,Jul-23
"IndoreA","MP-INDBA-2","Opsmargin % ","0","0","0"
"JAipurA","RJ-JPRA-1","Del % ","0","0","0"
"JAipurA","RJ-JPRA-1","DeliveryCost","0","0","0"
"JAipurA","RJ-JPRA-1","DeliveryCost % ","0","0","0"
"JAipurA","RJ-JPRA-1","CM 1 % ","0","0","0"
"JAipurA","RJ-JPRA-1","Ops exp","0","0","0"
"JAipurA","RJ-JPRA-1","Ops exp % ","0","0","0"
"JAipurA","RJ-JPRA-1","Opsmargin % ","0","0","0"
"JAipurA","RJ-JPRA-2","Del % ","0","0","0"
"JAipurA","RJ-JPRA-2","DeliveryCost","0","0","0"
"JAipurA","RJ-JPRA-2","DeliveryCost % ","0","0","0"
"JAipurA","RJ-JPRA-2","CM 1 % ","0","0","0"
"JAipurA","RJ-JPRA-2","Ops exp","0","0","0"
"JAipurA","RJ-JPRA-2","Ops exp % ","0","0","0"
"JAipurA","RJ-JPRA-2","Opsmargin % ","0","0","0"
"Vadodara ","GJ-Vadodara-1","Del % ","0","0","0"
"Vadodara ","GJ-Vadodara-1","DeliveryCost","0","0","0"
"Vadodara ","GJ-Vadodara-1","DeliveryCost % ","0","0","0"
"Vadodara ","GJ-Vadodara-1","CM 1 % ","0","0","0"
"Vadodara ","GJ-Vadodara-1","Ops exp","0","0","0"
"Vadodara ","GJ-Vadodara-1","Ops exp % ","0","0","0"
"Vadodara ","GJ-Vadodara-1","Opsmargin % ","0","0","0"
"Harda","MP-harda-1","Del % ","0","0","0"
"Harda","MP-harda-1","DeliveryCost","0","0","0"
"Harda","MP-harda-1","DeliveryCost % ","0","0","0"
"Harda","MP-harda-1","CM 1 % ","0","0","0"
"Harda","MP-harda-1","Ops exp","0","0","0"
"Harda","MP-harda-1","Ops exp % ","0","0","0"
"Harda","MP-harda-1","Opsmargin % ","0","0","0"
"Harda","MP-harda-2","Del % ","0","0","0"
"Harda","MP-harda-2","DeliveryCost","0","0","0"
"Harda","MP-harda-2","DeliveryCost % ","0","0","0"
"Harda","MP-harda-2","CM 1 % ","0","0","0"
"Harda","MP-harda-2","Ops exp","0","0","0"
"Harda","MP-harda-2","Ops exp % ","0","0","0"
"Harda","MP-harda-2","Opsmargin % ","0","0","0"
"Bhopali","MP-BhopalBB-1","Del % ","0","0","0"
"Bhopali","MP-BhopalBB-1","DeliveryCost","0","0","0"
"Bhopali","MP-BhopalBB-1","DeliveryCost % ","0","0","0"
"Bhopali","MP-BhopalBB-1","CM 1 % ","0","0","0"
"Bhopali","MP-BhopalBB-1","Ops exp","0","0","0"
"Bhopali","MP-BhopalBB-1","Ops exp % ","0","0","0"
"Bhopali","MP-BhopalBB-1","Opsmargin % ","0","0","0"
"Existing Cities","Existing Cities","totalCustomer","16662","16662","16662"
"Existing Cities","Existing Cities","ActiveCustomer","118","44","61"
"Existing Cities","Existing Cities","TotalOrder","810","252","345"
"Existing Cities","Existing Cities","AOV","7612.27330739506","5569.12186170635","4647.36587130435"
"Existing Cities","Existing Cities","MonthlyReliance","52253.7404999153","31895.8797534091","26284.2823868853"
"Existing Cities","Existing Cities","Sales","6165941.37899","1403418.70915","1603341.2256"
"Existing Cities","Existing Cities","Delivered","2061851.3211","705993.4346","826080.3399"
"Existing Cities","Existing Cities","Del % ","0.334393597727933","0.503052602902519","0.515224287076424"
"Existing Cities","Existing Cities","GrossMargin","-307318.31608266","-39129.2812552116","-98622.5659215686"
"Existing Cities","Existing Cities","Gm % ","-1.51553198491984E-06","-3.5019798186166E-06","-1.23023525434652E-05"
"Existing Cities","Existing Cities","DeliveryCost","0","0","0"
"Existing Cities","Existing Cities","DeliveryCost % ","0","0","0"
"Existing Cities","Existing Cities","CM 1","-307318.31608266","-39129.2812552116","-98622.5659215686"
"Existing Cities","Existing Cities","CM 1 % ","-0.149049697685624","-0.0554244265421269","-0.119386167613561"
"Existing Cities","Existing Cities","Ops exp","0","0","0"
"Existing Cities","Existing Cities","Ops exp % ","0","0","0"
"Existing Cities","Existing Cities","Opsmargin","-307318.31608266","-39129.2812552116","-98622.5659215686"
"Existing Cities","Existing Cities","Opsmargin % ","-0.149049697685624","-0.0554244265421269","-0.119386167613561"
"New Cities","New Cities","Del % ","0","0","0"
"New Cities","New Cities","DeliveryCost","0","0","0"
"New Cities","New Cities","DeliveryCost % ","0","0","0"
"New Cities","New Cities","CM 1 % ","0","0","0"
"New Cities","New Cities","Ops exp","0","0","0"
"New Cities","New Cities","Ops exp % ","0","0","0"
"New Cities","New Cities","Opsmargin % ","0","0","0"
"Total","Total","totalCustomer","16664","16664","16664"
"Total","Total","ActiveCustomer","118","44","61"
"Total","Total","TotalOrder","810","252","345"
"Total","Total","AOV","7612.27330739506","5569.12186170635","4647.36587130435"
"Total","Total","MonthlyReliance","52253.7404999153","31895.8797534091","26284.2823868853"
"Total","Total","Sales","6165941.37899","1403418.70915","1603341.2256"
"Total","Total","Delivered","2061851.3211","705993.4346","826080.3399"
"Total","Total","Del % ","0.334393597727933","0.503052602902519","0.515224287076424"
"Total","Total","GrossMargin","-307318.31608266","-39129.2812552116","-98622.5659215686"
"Total","Total","Gm % ","-1.51553198491984E-06","-3.5019798186166E-06","-1.23023525434652E-05"
"Total","Total","DeliveryCost","0","0","0"
"Total","Total","DeliveryCost % ","0","0","0"
"Total","Total","CM 1","-307318.31608266","-39129.2812552116","-98622.5659215686"
"Total","Total","CM 1 % ","-0.149049697685624","-0.0554244265421269","-0.119386167613561"
"Total","Total","Ops exp","0","0","0"
"Total","Total","Ops exp % ","0","0","0"
"Total","Total","Opsmargin","-307318.31608266","-39129.2812552116","-98622.5659215686"
"Total","Total","Opsmargin % ","-0.149049697685624","-0.0554244265421269","-0.119386167613561"
